,name,address,health codes,date,url,key
6414,LA BOU OF ELK GROVE,"8694 Elk Grove Blvd Ste 1  Elk Grove, CA 95624-1753","['33', '36', '39']","August 28, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=7DB5CA56-2813-4502-A5D1-7A7C371F1D39,8694-la 
6415,BON-JOUR,"2377 Gold Meadow Way Ste 100  Gold River, CA 95670-4444",[],"August 28, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=F60EAE8C-F107-4CF8-9ACE-411A0CEDB370,2377-bon
6416,SUSHI AVENUE,"7101 Elk Grove Blvd  Elk Grove, CA 95758-9535",['1c'],"August 28, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=36BEA9BD-CD0F-43E1-B236-ACFA87269015,7101-sus
6417,CRAZY FRUIT & ICE CREAM TRUJILLO #2,"1689 Arden Way Ste 2010  Sacramento, CA 95815-4089","['6', '14a', '45']","August 28, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=E2740CEF-1CFE-4A03-9D9A-DB62352AB27D,1689-cra
6418,WIENERSCHNITZEL #782,"2961 Advantage Way  Sacramento, CA 95834-9688","['33', '35', '40']","August 28, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=903E48BB-D80B-425D-AAC8-8654C1157C9F,2961-wie
6419,NUGGET MARKET #8,"7101 Elk Grove Blvd  Elk Grove, CA 95758-9535",[],"August 28, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=5A3BA2F4-41C3-4EFC-84E5-630CAAC28548,7101-nug
6420,ROUND TABLE PIZZA,"3290 Arena Blvd Ste 600  Sacramento, CA 95834-3003","['7', '33', '35', '38', '41', '42', '43', '45']","August 28, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=3156B518-B8C8-4034-A2B1-7CE2289EB81F,3290-rou
6421,ALOHA SUSHI,"2791 E Bidwell St Ste 700  Folsom, CA 95630-6411","['1c', '7']","August 28, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=D1795310-5D02-4B75-8447-0010E117E5B3,2791-alo
6422,TACO BELL,"2525 Marconi Ave  Sacramento, CA 95821-4803","['33', '35', '36', '41']","August 28, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=50A28C5D-F371-42B0-A5AD-A3A768BFE321,2525-tac
6423,NUGGET MARKET #8,"7101 Elk Grove Blvd  Elk Grove, CA 95758-9535","['7', '23', '36']","August 28, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=56AC6771-D233-415F-88AF-8AA8B18532D0,7101-nug
6424,TOGO'S EATERY,"2901 Sunrise Blvd Ste 175  Rancho Cordova, CA 95742-6616","['1c', '7']","August 28, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=994847F2-3D1E-4ABF-A8B7-BDA9C2FCFC7B,2901-tog
6425,NUGGET MARKET #8,"7101 Elk Grove Blvd  Elk Grove, CA 95758-9535",['6'],"August 28, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=3440B70A-98CF-4005-986F-A7AC96CF73F4,7101-nug
6426,VIBE HEALTH BAR,"3515 Broadway  Sacramento, CA 95817-2824","['1b', '36', '40']","August 28, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=EE9F34F3-0F85-4966-895B-ACD11B0D0B9B,3515-vib
6427,SHANGHAI GARDEN,"800 Alhambra Blvd  Sacramento, CA 95816-3869","['1c', '4', '5a', '7', '9', '14a', '21', '33', '34', '36']","August 25, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=EAE60670-F3F4-42D5-8E70-9AC6107EACD8,800-sha
6428,TENJIN RAMEN HOUSE,"7485 Rush River Dr Ste 740  Sacramento, CA 95831-5261","['1b', '1c', '5a', '6', '7', '23', '26', '30a', '33', '36', '40', '44a', '44e']","August 25, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=2F49817B-4708-47FB-8148-DA8307A5578F,7485-ten
6429,FALAFEL CORNER,"4001 Freeport Blvd  Sacramento, CA 95822-1358","['1b', '1c', '5b', '6', '7', '14a', '21', '26', '34', '35', '40', '44c']","August 25, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=DF0FF534-BB64-4835-A275-CFA279A43476,4001-fal
6430,PAPA MURPHYS TAKE 'N' BAKE,"7465 Rush River Dr Ste 420  Sacramento, CA 95831-5270","['27', '36']","August 25, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=E30BC2E5-7C0E-4EF3-88F1-E15F63A02ABA,7465-pap
6431,PHO CITY,"6175 Stockton Blvd 200 210  Sacramento, CA 95824","['1b', '4', '7', '13', '14a', '23', '26', '30a', '35', '36', '38', '43']","August 25, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=ADD3851E-D57D-4A30-B8FE-F369D95DE8F8,6175-pho
6432,WETZEL'S PRETZELS,"1689 Arden Way Ste 1118  Sacramento, CA 95815-4043","['7', '43', '44d', '44e']","August 25, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=16C4CC2F-8509-439F-921F-98460642B638,1689-wet
6433,A1 MEAT MARKET & GROCERY,"8121 Madison Ave Ste H1  Fair Oaks, CA 95628-3701","['13', '34', '40']","August 25, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=C38255A4-D7EF-4DD1-BC46-588BCBBA5FF2,8121-a1 
6434,DOMINO'S # 8582,"2326 Fair Oaks Blvd Ste A  Sacramento, CA 95825-4722","['1c', '14a', '14b', '23', '40', '41', '49']","August 25, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=3AB1867F-6D7D-45D4-9BC0-DB7BA61C75FE,2326-dom
6435,YO-YO YOGURT,"2580 Fair Oaks Blvd Ste 10  Sacramento, CA 95825-7631","['1c', '6', '21', '33', '35', '41']","August 25, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=45B93F06-0F88-4820-A292-B984142ACEBA,2580-yo-
6436,DUNKIN' DONUTS,"9601 Greenback Ln  Folsom, CA 95630-2088","['1b', '6', '21', '43']","August 25, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=5190702B-F36B-4D49-B85D-7AED46C79454,9601-dun
6437,DESI BAZAAR GROCERIES,"8121 Madison Ave Ste F6  Fair Oaks, CA 95628-3701",['32a'],"August 25, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=790357CF-77F2-4CD4-B9C2-C4CA84AFEE13,8121-des
6438,DUMPLING & TEA,"3000 Freeport Blvd Ste 4  Sacramento, CA 95818-4371",[],"August 25, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=5562133B-7745-4BE1-8A4E-04C98B7D0BB6,3000-dum
6439,AMRUTHA AAPPA KADAI,"8121 Madison Ave # G4  Fair Oaks, CA 95628-3757","['1a', '5a', '6', '7', '9', '22', '26', '27', '33', '35', '40']","August 25, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=93D72B3F-F25A-4684-8D17-0473D68446A9,8121-amr
6440,POCKET DELI,"11210 Sun Center Dr Ste A  Rancho Cordova, CA 95670-6466","['7', '14a', '34', '42']","August 25, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=8CD077A1-789B-44D5-BDEF-423C63594436,1121-poc
6441,SURE STAY SOUTH NATOMAS SACRAMENTO,"2654 El Centro Rd  Sacramento, CA 95833-9703","['1b', '34', '39', '42', '43']","August 25, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=D00ADF95-8348-4971-B36C-1F6D7680E49B,2654-sur
6442,UNION HOUSE ELEMENTARY SCHOOL,"7850 Deer Creek Dr  Sacramento, CA 95823-4440",[],"August 25, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=849514B0-9D5C-43B5-916F-95A022EA789B,7850-uni
6443,GRAMERCY COURT-LHCF,"2200 Gramercy Dr  Sacramento, CA 95825-0308","['1a', '9', '14a', '27', '33', '34', '35', '39', '41', '44e', '45']","August 25, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=214269BF-5A6B-4F17-B11F-07F13E6A2C33,2200-gra
6444,BEN THANH MARKET,"6821 Stockton Blvd Ste 130  Sacramento, CA 95823-2483","['1b', '6', '7', '30a', '32a', '39', '43']","August 25, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=7215BF38-8005-4C0F-AA71-DAAA6834B99B,6821-ben
6445,RAISING CANE'S #542,"3340 El Camino Ave  Sacramento, CA 95821-6308","['6', '21', '35']","August 25, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=DB12395F-4957-4BB8-B01A-916E1B41FC4A,3340-rai
6446,SEE'S CANDIES,"8240 Delta Shores Cir S Ste 100  Sacramento, CA 95832-9112",[],"August 25, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=42EE7FFC-D523-4E78-84F8-7DEE05D32983,8240-see
6447,PANDA EXPRESS #1044,"2940 Del Paso Rd  Sacramento, CA 95834-9669","['6', '7']","August 25, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=08081864-7253-4FC7-8FDE-68437F3C1927,2940-pan
6448,CARL'S JR,"8105 Madison Ave  Fair Oaks, CA 95628-3737",['14a'],"August 25, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=A287C26A-7309-4877-A01C-2F77A9023349,8105-car
6449,ELI CAFE,"1689 Arden Way Ste 1070  Sacramento, CA 95815-4029","['1a', '14a', '34', '39', '40', '49']","August 25, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=0A99EC3B-7AF0-43E6-B10E-2EBC3B44CBDD,1689-eli
6450,PIED PIPER,"3415 El Camino Ave  Sacramento, CA 95821-6309","['1c', '23', '30a', '33', '34', '35', '38', '41', '42', '43', '44e', '47c']","August 25, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=44EFCC28-7594-49B8-8B74-0B76E5E0370D,3415-pie
6451,LA MICHOACANA PLUS,"4610 Franklin Blvd  Sacramento, CA 95820-1116","['1b', '6', '13', '36', '40', '41']","August 25, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=45DA3A81-76EC-4957-8C24-8DCA78C7B73C,4610-la 
6452,PANDA GARDEN,"3230 Arena Blvd Ste 230  Sacramento, CA 95834-3004","['6', '30a', '30b', '33', '38', '40', '44b']","August 25, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=B1F610AC-D95E-4B1D-A931-C4BB5D39D7B0,3230-pan
6453,KABOB HOUSE II,"648 E Bidwell St  Folsom, CA 95630-3121","['1c', '7']","August 25, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=8F2964D2-A60F-4456-BC93-FDA04C274159,648-kab
6454,7-ELEVEN STORE #38788A,"7171 Stockton Blvd  Sacramento, CA 95823-2532","['1b', '1c', '6']","August 25, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=232230AD-8276-4364-A62D-3A40254C85EA,7171-7-e
6455,TACO BELL #041353,"11230 Sun Center Dr  Rancho Cordova, CA 95670-6145",['4'],"August 25, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=783B0931-EBD0-4EFC-BBDC-02467CA0BDE7,1123-tac
6456,DEVICE BREWING COMPANY,"7485 Rush River Dr Ste 650  Sacramento, CA 95831-5276","['1b', '5a', '14a', '30a', '33', '38', '44a']","August 25, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=23AB443F-88C7-4B3D-A3B7-CDE22498CA5A,7485-dev
6457,BODHI BOWL VEGETARIAN RESTAURANT,"6511 Savings Pl Ste 100  Sacramento, CA 95828-1275","['6', '7']","August 25, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=AEB2D91B-FC12-462D-9A55-FE09B7536705,6511-bod
6458,MOCHINUT,"11009 Olson Dr Ste 701  Rancho Cordova, CA 95670-5647","['7', '42']","August 25, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=E9D2FBDA-246E-4541-B0CD-A0CD59B526C8,1100-moc
6459,CARL'S JR,"1016 E Bidwell St  Folsom, CA 95630-5552",[],"August 24, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=04CD2D5B-F3C1-456B-81BE-66BE7B39D871,1016-car
6460,TEMPLE,"2829 S St  Sacramento, CA 95816-7319","['14a', '33', '42', '43']","August 24, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=59244B64-FB0C-4DC9-BC7B-6E6952BF4F96,2829-tem
6461,RESCATE COFFEE,"2475 Elk Grove Blvd Ste 160  Elk Grove, CA 95758-7154","['7', '39', '43', '49']","August 24, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=BC076A7D-E222-4D4B-AFA0-8293685047FA,2475-res
6462,LONG ISLAND ICE CREAM,"5017 Stockton Blvd  Sacramento, CA 95820-5407",[],"August 24, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=8EDE2AEE-70A3-4AF1-B74A-5EC1F859CC9B,5017-lon
6463,DUGOUT DELI,"3355 Arden Way  Sacramento, CA 95825-2022",[],"August 24, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=A623CE40-3EC8-4A17-9F20-E7155DB7BFAF,3355-dug
6464,OXBOW MARINA,"100 Oxbow Marina Dr  Isleton, CA 95641-9706",[],"August 24, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=72A5FD19-9030-4EC7-946A-BF35B5CEED4C,100-oxb
6465,ADAM'S MEAT SHOP,"850 E Bidwell St Ste 145  Folsom, CA 95630-3354","['1b', '18']","August 24, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=44F9909D-CF2B-40E1-B0AF-B8C446AA007F,850-ada
6466,BAD BAKERS,"2101 Natomas Crossing Dr Ste 100  Sacramento, CA 95834-3846","['1c', '6', '14a', '32a', '40', '43', '44b']","August 24, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=AD06C5FD-B1E8-41B7-8BC3-75E780B4C83D,2101-bad
6467,DUGOUT DELI,"2552 Cottage Way  Sacramento, CA 95825-1916",[],"August 24, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=E6A91818-9A58-4EB1-8DAA-7AB5C3CCDDE9,2552-dug
6468,VIET HA RESTAURANT,"6534 Florin Rd  Sacramento, CA 95828-2807",['7'],"August 24, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=C816F6E8-6D8C-48BF-844C-367058521CBB,6534-vie
6469,THE OLIVE GARDEN ITALIAN RESTAURANT #1713,"2485 Iron Point Rd  Folsom, CA 95630-8710","['7', '13']","August 24, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=9301890A-F763-485C-94E3-F873D778F3F7,2485-the
6470,PINEAPPLE RESTAURANT,"22 Main St  Isleton, CA 95641-7037",['7'],"August 24, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=B1AC4AB9-BDCA-4939-AD62-E509BEF33424,22-pin
6471,TACO BELL #041344,"3411 Bradshaw Rd  Sacramento, CA 95827-3327",['21'],"August 24, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=EE773A95-BE4B-4590-830F-D0EF498A7D08,3411-tac
6472,KABUL CITY MARKET AND RESTAURANT,"2580 Alta Arden Expy  Sacramento, CA 95825-1902",[],"August 24, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=015DF346-EF09-45DA-8AFE-646155F31A92,2580-kab
6473,THE OLIVE GARDEN ITALIAN RESTAURANT #1713,"2485 Iron Point Rd  Folsom, CA 95630-8710","['7', '13']","August 24, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=9301890A-F763-485C-94E3-F873D778F3F7,2485-the
6474,CHURCH'S CHICKEN #1072,"3801 Stockton Blvd  Sacramento, CA 95820-1335","['33', '35', '38', '41', '44c', '45']","August 24, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=BDD44948-91DD-498C-ACC8-212734D04DA9,3801-chu
6475,SOURDOUGH & CO,"2405 Iron Point Rd Ste 110  Folsom, CA 95630-8731","['7', '14a']","August 24, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=A65F835F-EA07-47AF-AD43-7D7B53E2AED2,2405-sou
6476,R15/CAFE BERNARDO,"1431 R St  Sacramento, CA 95811-6615","['6', '7', '14a', '23', '27', '33', '35', '38', '45']","August 24, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=E22843B8-7019-4186-8D8A-A31E1AA34C07,1431-r15
6477,THE MCBOODERY,"25 Main St  Isleton, CA 95641-7037",['1b'],"August 24, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=736D360E-08D2-4CDC-B2F2-9D97C2D6EF45,25-the
6478,FOLSOM QUALITY MEAT MARKET & GROCERY,"640 E Bidwell St  Folsom, CA 95630-3121","['1b', '6', '23']","August 24, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=2675195B-4B3B-47B3-8540-6E1CF04ED317,640-fol
6479,SUSHI GO,"9729 Fair Oaks Blvd  Fair Oaks, CA 95628-7085","['6', '19', '27', '34', '35', '38', '48']","August 24, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=3FC0453F-D1A7-45E6-A945-A2A8E6264C3D,9729-sus
6480,SMART & FINAL STORE 806,"5128 Stockton Blvd  Sacramento, CA 95820-5410",['7'],"August 24, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=88D14B55-4EF6-448F-A730-FEAE5A5F348B,5128-sma
6481,LITTLE CAESARS,"9416 Kiefer Blvd  Sacramento, CA 95826-5556","['1a', '5a', '21', '30b', '33', '36', '39', '40', '47c']","August 24, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=BAC882CA-D592-4510-B4BE-4B73F29F6729,9416-lit
6482,SMART & FINAL STORE 806,"5128 Stockton Blvd  Sacramento, CA 95820-5410","['33', '36']","August 24, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=925E022B-25AB-4092-B6E1-07AA4ECA4EED,5128-sma
6483,ALL MART,"1340 Fulton Ave  Sacramento, CA 95825-3604","['7', '13', '23', '27', '30a', '32a', '39', '43', '44a', '44e']","August 24, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=B83D25CF-C114-4D26-A561-481B0FD61BFC,1340-all
6484,ADALBERTO'S MEXICAN FOOD,"3421 Bradshaw Rd  Sacramento, CA 95827-3327","['7', '14a']","August 24, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=94D5E515-DB74-446B-B3D1-AEE7CFA49B5E,3421-ada
6485,PUSHKIN'S BAKERY,"1820 29th St  Sacramento, CA 95816-7313","['7', '13', '40', '42', '45', '49']","August 24, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=DF094A2B-A5A2-4E04-91EE-F9B003A691A0,1820-pus
6486,SANA BAKERY,"6451 Fair Oaks Blvd  Carmichael, CA 95608-4021","['1a', '1b', '1c', '4', '5b', '6', '7', '14a', '21', '32a', '35', '39']","August 24, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=150C1E1B-003A-4D1A-AB2D-C1B3BF2F7844,6451-san
6487,FOUR POINTS BY SHERATON,"4900 Duckhorn Dr  Sacramento, CA 95834-2595","['1b', '1c', '6', '7', '33', '35', '49']","August 24, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=D0E46E20-3AE7-4AEE-9D62-071FC5B4C61F,4900-fou
6488,SANA BAKERY,"6451 Fair Oaks Blvd  Carmichael, CA 95608-4021","['1a', '1b', '1c', '4', '6', '7', '21', '35', '39', '44b', '45']","August 24, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=E6F904F4-7263-4446-BDD4-F54C894B620C,6451-san
6489,LA FIESTA MEAT MARKET,"9746 Elk Grove Florin Rd  Elk Grove, CA 95624-2236","['7', '32a', '35', '35', '38', '41', '44d']","August 24, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=23ACE9A5-7AF7-4028-9FA3-F84CABD666E0,9746-la 
6490,SUBWAY,"3000 Freeport Blvd Ste 1  Sacramento, CA 95818-4371","['1b', '1c', '4', '49']","August 24, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=2D7A41C5-6B4F-4B5C-B52E-4022271029D2,3000-sub
6491,SK INDIA MART,"6618 Florin Rd Ste B  Sacramento, CA 95828-2888","['7', '23', '30a', '32a', '38', '42']","August 24, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=495D1739-3600-420E-8D8F-DDF90284C7C0,6618-sk 
6492,SAFEWAY #190,"424 Howe Ave  Sacramento, CA 95825-5507","['14b', '22', '23', '27', '30b', '33', '35', '38', '45']","August 24, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=87B758F8-98FA-48CA-AF0A-697499636681,424-saf
6493,7-ELEVEN 2235-23226 B,"3405 Bradshaw Rd  Sacramento, CA 95827-3327","['1a', '6', '40']","August 24, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=06D228A6-D1AC-4EF8-B255-DF23E752B714,3405-7-e
6494,SAFEWAY #190,"424 Howe Ave  Sacramento, CA 95825-5507","['7', '14b', '22', '23', '27', '30a', '35', '36', '38']","August 24, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=88CCFCC3-AFD3-4B4E-9AB4-7D7C844295F0,424-saf
6495,SHOP HEROIC WHOLESALE OUTLET,"9660 Elk Grove Florin Rd Ste D  Sacramento, CA 95824","['6', '21', '43']","August 24, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=F6BBCF2D-4B9B-4936-8B9F-20E96D6A5AE5,9660-sho
6496,LOS INMORTALES TAQUERIA,"2598 Alta Arden Expy # 3  Sacramento, CA 95825-1938",[],"August 24, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=66C4782C-93D5-469B-BD94-51C3682E37C3,2598-los
6497,BEACH HUT DELI,"7119 Elk Grove Blvd Ste 135  Elk Grove, CA 95758-9568","['1c', '14a', '33']","August 24, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=52A5A620-20F6-48D5-B183-5D946EC78706,7119-bea
6498,DENNY'S,"300 Bercut Dr  Sacramento, CA 95811-0102","['13', '35']","August 23, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=D00A391F-D7CC-45E8-9202-79DD0C0C457C,300-den
6499,BRADSHAW DONUTS,"3643 Bradshaw Rd # 4H  Sacramento, CA 95827-3253","['1a', '1b', '22']","August 23, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=D3214CFE-14D0-46F1-85ED-F8A20BAC7CFE,3643-bra
6500,ORANGEVALE GROCERY OUTLET,"8835 Greenback Ln  Orangevale, CA 95662-4061",[],"August 23, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=48701745-5838-49E7-9C68-3F7A2E9EC2C6,8835-ora
6501,CARMAZZI CARAMEL CORN LLC,"520 La Sierra Dr  Sacramento, CA 95864-7206","['1c', '5a', '6', '21', '30a', '35', '36', '44d']","August 23, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=6F7A5914-CC75-4B5B-B0D4-95AF6693B3E5,520-car
6502,A-1 MARKET,"6636 Sunnyslope Dr  Sacramento, CA 95828-2804","['6', '13', '33']","August 23, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=E483B194-7F9C-436E-95B9-964657B7C188,6636-a-1
6503,INTERNATIONAL FOOD CREATIONS #524,"2760 E Bidwell St  Folsom, CA 95630-6414","['40', '49']","August 23, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=EEF34589-A6F3-45C5-AA34-F9CBD6AA310D,2760-int
6504,CANTEEN-COSTCO CITRUS HEIGHTS #771,"7000 Auburn Blvd  Citrus Heights, CA 95621-4342",[],"August 23, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=9F51458D-1928-4DC0-89E2-2F608B2692C6,7000-can
6505,COUNTRY CLUB CINEMA,"2405 Butano Dr  Sacramento, CA 95825-0605","['6', '44d']","August 23, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=6CFE8A5F-94FE-40C4-BACF-48022FC6BD46,2405-cou
6506,CLAY OVEN INDIAN CUISINE,"8807 Greenback Ln  Orangevale, CA 95662-4000",[],"August 23, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=8F7AF574-E652-4CB2-AA4C-E493C087732B,8807-cla
6507,COSTCO WHOLESALE #771,"7000 Auburn Blvd  Citrus Heights, CA 95621-4342",['41'],"August 23, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=8F961812-4C7B-43EC-9CE9-A5B9297CE0F3,7000-cos
6508,GAI N RICE,"2475 Elk Grove Blvd Ste 150  Elk Grove, CA 95758-7154","['7', '14b', '34']","August 23, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=55ADA7AC-319F-4587-8ACB-47AE6ACC7148,2475-gai
6509,BANH MI HOUSE,"6901 Stockton Blvd Ste 300  Sacramento, CA 95823-2345","['1c', '7', '34', '35']","August 23, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=A90EABBE-A381-4943-8A30-F46A51F8FC94,6901-ban
6510,I LOVE TERIYAKI,"3643 Bradshaw Rd # 4L  Sacramento, CA 95827-3253",['7'],"August 23, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=2AB5E8D9-74F6-4F6B-9DEC-A52BEB6C2122,3643-i l
6511,COSTCO WHOLESALE #771,"7000 Auburn Blvd  Citrus Heights, CA 95621-4342",['23'],"August 23, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=34E40901-3B0C-4121-93FB-0DF9CA6AC20F,7000-cos
6512,PAPA MURPHY'S,"10530 Twin Cities Rd Ste 40  Galt, CA 95632-9002","['1c', '21', '43', '48']","August 23, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=E9E562F4-1C80-4CC2-B1D2-C04394A8046C,1053-pap
6513,MENCHIE'S MARKET WEST,"3230 Arena Blvd Ste 225  Sacramento, CA 95834-3004","['1b', '1c', '49']","August 23, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=60DF5009-BD8A-475D-A9A2-57C431A3865D,3230-men
6514,GIANT PIZZA,"6656 Florin Rd  Sacramento, CA 95828-2809",[],"August 23, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=43A3B342-A88A-44D3-B4FE-0F8682192301,6656-gia
6515,COSTCO WHOLESALE #771,"7000 Auburn Blvd  Citrus Heights, CA 95621-4342",[],"August 23, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=B1A238FE-5F0C-45B2-9D90-2161205BC38B,7000-cos
6516,BLACK BEAR DINER,"2700 El Centro Rd  Sacramento, CA 95833-9703","['1b', '4', '6', '7', '9', '14b', '33', '35', '38', '40', '41', '43', '45']","August 23, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=B2FD9749-031C-4495-8869-40A3795A720E,2700-bla
